iter	Passed	Remaining
318	172749	368783
319	173289	368240
320	173843	367725
321	174387	367189
322	174969	366732
323	175600	366377
324	176118	365784
325	176756	365441
326	177284	364869
327	177791	364255
328	178874	364817
329	179801	365051
330	180704	365230
331	181526	365240
332	182353	365254
333	182953	364810
334	183744	364746
335	184413	364435
336	185162	364281
337	185857	364016
338	186480	363610
339	187101	363196
340	187898	363122
341	188538	362743
342	189521	363018
343	190166	362643
344	191069	362755
345	192069	363044
346	192929	363063
347	194121	363698
348	194515	362834
349	195049	362235
350	195685	361823
351	196312	361392
352	196869	360834
353	197454	360326
354	198276	360248
355	198662	359377
356	199133	358663
357	199813	358324
358	200364	357754
359	200770	356925
360	201510	356690
361	202156	356287
362	202573	355481
363	203208	355055
364	203696	354375
365	204184	353697
366	204903	353417
367	205466	352867
368	205925	352137
369	206519	351640
370	207419	351663
371	208452	351903
372	209103	351496
373	209525	350703
374	210207	350345
375	210980	350138
376	211616	349699
377	212207	349188
378	212590	348333
379	213062	347627
380	213790	347338
381	214618	347210
382	215373	346960
383	216060	346597
384	216740	346222
385	217519	346002
386	218227	345667
387	219045	345504
388	219654	345010
389	220439	344790
390	221060	344311
391	221627	343748
392	222297	343344
393	223048	343064
394	223680	342599
395	224287	342095
396	224971	341707
397	225518	341110
398	226282	340841
399	226993	340489
400	227688	340112
401	228205	339470
402	228807	338952
403	229454	338501
404	230233	338244
405	230914	337840
406	231527	337336
407	232224	336953
408	232822	336425
409	233380	335839
410	233815	335078
411	234685	334938
412	236176	335678
413	237619	336340
414	239091	337032
415	240553	337699
416	241662	337863
417	242319	337392
418	243055	337029
419	243865	336767
420	244485	336240
421	244963	335519
422	245717	335174
423	246271	334557
424	246865	333994
425	247549	333552
426	248272	333161
427	248971	332737
428	249587	332201
429	250292	331783
430	250993	331357
431	251732	330981
432	252449	330574
433	253158	330155
434	253766	329605
435	254340	329009
436	255126	328687
437	256237	328779
438	257574	329155
439	259306	330026
440	260900	330711
441	262159	330961
442	263242	330984
443	263802	330347
444	264277	329604
445	264736	328843
446	265320	328238
447	265787	327488
448	266291	326785
449	266744	326020
450	267241	325311
451	267666	324515
452	268055	323678
453	268519	322933
454	269046	322264
455	269612	321642
456	270013	320826
457	270424	320021
458	270820	319202
459	271226	318396
460	271986	318006
461	272827	317708
462	273746	317498
463	274640	317257
464	275413	316873
465	276149	316445
466	276582	315671
467	277279	315198
468	277952	314696
469	278607	314174
470	279344	313743
471	279987	313205
472	280484	312506
473	281176	312022
474	281647	311294
475	282011	310449
476	282288	309511
477	282687	308708
478	283298	308138
479	283924	307585
480	285382	307928
481	286736	308152
482	288647	308966
483	290049	309226
484	291416	309442
485	292832	309703
486	294405	310122
487	295608	310146
488	297008	310370
489	298988	311191
490	300164	311168
491	301662	311473
492	303084	311691
493	304436	311831
494	305699	311874
495	307415	312374
496	309018	312749
497	310658	313153
498	312174	313425
499	313665	313665
500	315115	313857
501	316698	314175
502	318262	314466
503	320169	315087
504	321748	315377
505	322957	315298
506	324341	315384
507	325821	315559
508	327270	315697
509	328680	315791
510	329914	315711
511	331156	315633
512	332637	315778
513	334104	315903
514	335457	315915
515	336874	315982
516	338259	316013
517	339727	316117
518	341149	316171
519	342692	316331
520	344341	316582
521	345918	316760
522	347571	317000
523	349007	317037
524	350563	317176
525	351563	316808
526	351881	315825
527	352347	314977
528	352761	314084
529	353248	313258
530	353698	312400
531	354123	311521
532	354399	310515
533	355115	309894
534	355662	309127
535	356255	308400
536	357337	308095
537	358324	307706
538	359729	307671
539	360818	307363
540	362252	307345
541	363321	307013
542	364567	306827
543	366138	306910
544	367343	306680
545	368631	306517
546	369972	306393
547	371135	306119
548	372272	305819
549	373592	305666
550	375127	305684
551	376443	305519
552	378090	305617
553	379401	305439
554	380900	305406
555	382367	305344
556	383942	305361
557	385230	305146
558	386578	304975
559	387688	304612
560	389211	304570
561	390568	304393
562	392345	304537
563	393859	304472
564	395527	304520
565	396908	304343
566	398315	304180
567	399765	304046
568	401239	303926
569	403109	304100
570	404559	303950
571	405890	303708
572	407484	303657
573	408899	303468
574	410289	303257
575	411806	303135
576	413406	303069
577	414937	302947
578	416088	302544
579	417538	302355
580	418982	302157
581	419877	301561
582	420315	300637
583	420737	299703
584	421201	298801
585	421641	297883
586	422056	296949
587	422496	296034
588	423158	295277
589	423809	294511
590	424453	293741
591	425459	293222
592	426295	292583
593	427211	291999
594	427936	291284
595	428816	290674
596	429706	290069
597	430675	289517
598	431555	288904
599	432438	288292
600	433408	287737
601	434106	287000
602	434980	286380
603	435727	285675
604	436688	285110
605	437430	284402
606	438353	283810
607	439165	283145
608	440015	282506
609	440925	281903
610	441707	281217
611	442599	280602
612	443402	279929
613	444371	279360
614	445180	278690
615	445995	278023
616	446958	277447
617	447824	276810
618	448640	276142
619	449403	275440
620	450311	274827
621	451159	274177
622	451851	273431
623	452563	272698
624	453413	272048
625	454300	271419
626	455161	270773
627	455907	270059
628	456587	269306
629	457472	268674
630	458175	267934
631	459163	267361
632	460004	266700
633	460477	265827
634	460827	264885
635	461187	263950
636	461546	263016
637	461878	262069
638	462403	261232
639	462945	260406
640	463267	259458
641	463657	258550
642	464263	257763
643	465032	257067
644	466512	256762
645	468115	256521
646	469379	256091
647	470662	255668
648	471798	255163
649	473104	254748
650	474530	254395
651	476227	254182
652	477523	253752
653	478839	253330
654	480169	252913
655	481549	252519
656	483055	252188
657	484374	251757
658	485679	251315
659	486972	250864
660	488226	250391
661	489844	250101
662	491439	249796
663	492712	249324
664	494285	249001
665	495621	248555
666	496780	248017
667	498064	247541
668	499377	247075
669	500881	246702
670	502157	246214
671	503429	245721
672	504714	245232
673	506143	244811
674	507595	244397
675	508905	243913
676	510311	243471
677	511951	243139
678	513202	242618
679	514298	242022
680	515560	241503
681	516745	240945
682	518229	240525
683	519759	240122
684	521148	239652
685	522255	239050
686	523929	238704
687	525293	238214
688	526654	237720
689	528016	237224
690	529224	236657
691	530921	236306
692	532620	235951
693	534144	235516
694	535461	234986
695	536944	234527
696	538278	234000
697	539797	233551
698	540964	232947
699	542338	232430
700	543813	231954
701	545076	231385
702	546528	230894
703	547873	230355
704	549024	229733
705	550346	229181
706	550911	228312
707	551341	227389
708	551736	226453
709	552166	225532
710	552708	224659
711	553435	223861
712	554109	223042
713	555000	222311
714	556395	221779
715	557839	221266
716	559169	220704
717	560894	220295
718	562132	219692
719	563171	219011
720	564386	218396
721	565608	217782
722	567446	217403
723	568866	216860
724	570057	216228
725	571260	215599
726	572442	214961
727	573652	214331
728	574721	213648
729	576137	213091
730	577413	212481
731	578839	211924
732	580111	211309
733	581254	210645
734	582528	210027
735	583787	209401
736	584923	208731
737	586380	208172
738	587578	207520
739	589226	207025
740	590772	206491
741	592072	205868
742	593539	205302
743	594848	204679
744	596339	204116
745	597919	203581
746	599422	203017
747	600783	202403
748	601981	201732
749	603702	201234
750	604940	200572
751	606247	199932
752	607541	199286
753	608856	198645
754	610320	198051
755	611753	197444
756	613174	196831
757	614422	196161
758	615620	195473
759	617108	194876
760	618593	194275
761	619916	193622
762	621225	192962
763	622698	192351
764	624181	191742
765	625682	191135
766	627104	190502
767	628732	189929
768	630107	189278
769	631609	188662
770	633068	188032
771	634292	187330
772	635791	186707
773	636953	185983
774	638105	185256
775	638835	184406
776	639287	183476
777	639639	182519
778	640027	181574
779	640427	180633
780	640984	179738
781	641568	178851
782	641993	177921
783	642755	177085
784	643630	176281
785	644557	175490
786	645362	174666
787	646224	173857
788	646925	173005
789	647693	172171
790	648586	171371
791	649636	170611
792	650690	169852
793	651580	169049
794	652347	168215
795	653049	167364
796	653910	166554
797	654699	165725
798	655364	164866
799	656057	164014
800	656945	163211
801	657713	162378
802	658836	161632
803	659885	160867
804	660885	160090
805	661962	159330
806	662728	158496
807	663455	157652
808	664250	156825
809	665645	156139
810	666591	155346
811	667559	154558
812	668672	153802
813	669734	153035
814	670762	152259
815	671931	151513
816	672751	150689
817	673695	149893
818	674620	149091
819	675591	148300
820	676441	147482
821	677457	146700
822	678584	145941
823	679688	145176
824	680745	144400
825	681882	143641
826	682894	142854
827	684029	142093
828	685609	141422
829	686702	140649
830	688235	139965
831	689617	139249
832	691288	138589
833	692531	137842
834	693725	137083
835	694922	136324
836	696323	135604
837	697498	134838
838	698797	134095
839	700180	133367
840	701637	132652
841	702701	131860
842	703799	131075
843	704831	130276
844	705953	129494
845	706821	128664
846	707578	127815
847	708219	126945
848	708824	126068
849	709441	125195
850	710229	124352
851	710787	123470
852	711362	122591
853	711873	121702
854	712450	120824
855	713235	119983
856	713917	119125
857	714677	118279
858	715460	117438
859	716349	116615
860	717106	115769
861	717833	114920
862	718516	114063
863	719339	113229
864	720223	112404
865	720921	111551
866	721635	110700
867	722369	109853
868	723109	109007
869	723831	108158
870	724673	107328
871	725338	106471
872	726201	105644
873	727409	104866
874	728244	104034
875	729155	103213
876	729875	102365
877	730596	101518
878	731362	100676
879	732369	99868
880	733414	99065
881	734082	98210
882	735145	97408
883	736002	96579
884	736634	95720
885	737213	94855
886	737713	93981
887	738324	93122
888	739035	92275
889	739621	91413
890	740151	90546
891	740763	89688
892	741191	88810
893	741642	87935
894	742085	87060
895	742932	86233
896	743654	85391
897	744173	84527
898	744774	83673
899	745262	82806
900	745870	81954
901	746489	81104
902	747098	80253
903	747762	79408
904	748512	78573
905	749146	77726
906	749777	76879
907	750563	76048
908	751334	75216
909	752174	74390
910	753002	73564
911	753869	72741
912	754594	71905
913	755256	71063
914	755755	70206
915	756377	69362
916	757001	68518
917	757571	67669
918	758058	66814
919	758574	65963
920	759176	65119
921	759769	64275
922	760336	63430
923	760893	62584
924	761535	61746
925	762257	60914
926	762771	60067
927	763358	59226
928	764122	58399
929	764714	57559
930	765282	56718
931	765848	55877
932	766349	55032
933	766857	54189
934	767422	53350
935	767884	52504
936	768523	51672
937	769250	50845
938	769993	50020
939	770662	49191
940	771188	48352
941	771720	47515
942	772217	46676
943	772808	45844
944	773299	45006
945	774025	44183
946	774588	43350
947	775550	42540
948	776224	41714
949	777149	40902
950	777977	40085
951	779217	39288
952	779823	38459
953	780586	37638
954	781436	36821
955	782091	35995
956	782685	35167
957	783299	34340
958	784211	33527
959	784880	32703
960	785631	31883
961	786194	31055
962	786818	30230
963	787442	29406
964	788066	28582
965	788574	27755
966	789467	26941
967	790189	26121
968	791039	25306
969	791659	24484
970	792367	23664
971	792922	22841
972	793436	22017
973	793927	21193
974	794468	20370
975	794966	19548
976	795561	18728
977	796122	17908
978	796763	17090
979	797247	16270
980	797896	15453
981	798516	14636
982	799180	13821
983	800223	13011
984	800816	12195
985	801316	11377
986	802177	10565
987	803002	9753
988	803541	8937
989	804176	8122
990	804797	7308
991	805275	6494
992	805715	5679
993	806575	4868
994	807125	4055
995	807500	3242
996	808169	2431
997	808891	1621
998	809402	810
999	809906	0
